193,Family Pharmacy of Archbald,1 KENNEDY PLAZA,1,4 KELLY STREET,Archbald,18403,Lackawanna,570-876-3312,https://www.mygnp.com/pharmacies/family-pharmacy-of-archbald-archbald-pa-18403-1627/
194,Family Pharmacy of Carbondale,70 N Church St,,,Carbondale,18407,Lackawanna,570-281-6300,https://www.mygnp.com/pharmacies/family-pharmacy-of-carbondale-inc-carbondale-pa-18407/
195,Family Pharmacy of Olyphant,110 Delaware Ave,,,Olyphant,18447,Lackawanna,570-487-4447,https://www.mygnp.com/pharmacies/family-pharmacy-of-olyphant-olyphant-pa-18447/
196,Family Practice Center Williamsport,1205 River Avenue,,1st Floor,Williamsport,17701,Lycoming,570-326-4118,https://www.fpcdoctors.com/williamsport-cornerstone/
197,Family Practice Center of Newtown,638 Newtown-Yardley Rd,2E,,Newtown,18940,Bucks,215-968-1616,http://www.familypracticecenterofnewtown.com/
198,Family Practice Center-Laporte,217 King Street,,PO Box  95,Laporte,18626,Sullivan,570-946-5101,
199,Fishers Pharmacy,654 East Pitt St,,PO box 346,Bedford,15522,Bedford,814-623-5512,https://www.fisherspharmacy.net
200,Freeland Health Center,404 Ridge Street,,,Freeland,18224,Luzerne,570-704-4232,
201,Fresenius Kidney Care Western Pennsylvania,5124 Liberty Ave,,,Pittsburgh,15224,Allegheny,800-881-5101,https://www.freseniuskidneycare.com
202,Fresenius Medical Care Latrobe,318 Unity Plaza,,,Latrobe,15650,Westmoreland,800-881-5101,https://www.freseniuskidneycare.com/dialysis-centers/pennsylvania/1108?utm_campaign=Website&utm_medium=&utm_source=YextGMB&utm_content=1108&y_source=1_MjYyNDI1NC03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D
203,Fulton County Medical Center,Fulton County Medical Center,,214 Peach Orchard Road,MC CONNELLSBURG,172338559,Fulton,717-485-3155,
204,GEISINGER WYOMING VALLEY,1000 EAST MOUNTAIN BLVD,,,WILKES BARRE,18711,Luzerne,570-284-3657,https://www.geisinger.org/covidvax
205,GEISINGER-LEWISTOWN HOSPITAL,400 Highland Ave,,Pharmacy Dept. 6th floor,Lewistown,17044,Mifflin,570-284-3657,https://www.geisinger.org/covidvax
206,GHS GEISINGER MEDICAL CENTER,100 N ACADEMY AVENUE,,,Danville,17822,Montour,570-284-3657,https://www.geisinger.org/covidvax
207,GHS-BLOOMSBURG HOSPITAL,549 Fair Street,,,Bloomsburg,17815,Columbia,570-284-3657,https://www.geisinger.org/covidvax
208,GHS-BRADFORD,116 INSTERSTATE PARKWAY,Suite 21,,BRADFORD,16701,Mc Kean,814-368-4143,https://www.brmc.com/
209,GHS-COMMUNITY MEDICAL CENTER,1822 Mulberry Street,,,Scranton,18510,Lackawanna,570-284-3657,https://www.geisinger.org/covidvax
210,GIANT PHARMACY-6018,760 ROUTE 113,,,SOUDERTON,18964,Montgomery,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
211,GIANT PHARMACY-6045,849 WEST BALTIMORE PIKE,,,WEST GROVE,19390,Chester,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
212,GIANT PHARMACY-6046,2721 STREET ROAD,,,BENSALEM,19020,Bucks,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
213,GIANT PHARMACY-6051,141 EAST SWEDESFORD ROAD,,,EXTON,19341,Chester,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
214,GIANT PHARMACY-6054,455 EISENHOWER DRIVE,,,HANOVER,17331,York,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
215,GIANT PHARMACY-6061,397 BALTIMORE ROAD,,,SHIPPENSBURG,17257,Cumberland,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
216,GIANT PHARMACY-6091,1760 DEKALB PIKE,,,BLUE BELL,19422,Montgomery,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
217,GIANT PHARMACY-6094,471 S OXFORD VALLEY ROAD,,,FAIRLESS HILLS,19030,Bucks,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
218,GIANT PHARMACY-6117,10 NEWPORT ROAD,,,LEOLA,17540,Lancaster,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
219,GIANT PHARMACY-6120,255 CUMBERLAND PARKWAY,,,MECHANICSBURG,17055,Cumberland,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
220,GIANT PHARMACY-6122,1969 EAST THIRD STREET,,,WILLIAMSPORT,17701,Lycoming,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
221,GIANT PHARMACY-6273,600 E LANCASTER AVE,,,SHILLINGTON,19607,Berks,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
222,GIANT PHARMACY-6291,698 DOWNINGTOWN PIKE,,,WEST CHESTER,19380,Chester,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
223,GIANT PHARMACY-6301,3477 LINCOLN HIGHWAY,,,THORNDALE,19372,Chester,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
224,GIANT PHARMACY-6306,2130 PALOMINO ROAD,,,DOVER,17315,York,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
225,GIANT PHARMACY-6317,967 S TOWNSHIP LINE RD,,,ROYERSFORD,19468,Montgomery,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
226,GIANT PHARMACY-6324,4001 NEW FALLS RD,,,LEVITTOWN,19056,Bucks,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
227,GIANT PHARMACY-6427,315 YORK ROAD,,,WILLOW GROVE,19090,Montgomery,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
228,GIANT PHARMACY-6442,116 WEST TOWNSHIP LINE RD,,,HAVERTOWN,19083,Delaware,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
229,GIANT PHARMACY-6443,925 NORLAND AVENUE,,,CHAMBERSBURG,17201,Franklin,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
230,GIANT PHARMACY-6464,721 W.SPROUL ROAD,,,SPRINGFIELD,19064,Delaware,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
231,GIANT PHARMACY-6512,310 S HENDERSON ROAD,,,KING OF PRUSSIA,19406,Montgomery,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
232,GIANT PHARMACY-6518,2350 SUSQUEHANNA ROAD,,,ROSLYN,19001,Montgomery,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
233,GIANT PHARMACY-6522,1874 BETHLEHEM PIKE,,,FLOURTOWN,19031,Montgomery,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
234,GIANT PHARMACY-6529,4510 MARKETPLACE WAY,,,ENOLA,17025,Cumberland,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
235,GIANT PHARMACY-6535,10000 SHANNONDELL DRIVE,,,AUDUBON,19403,Montgomery,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
236,Geisinger St. Lukes Hospital,100 Paramount Blvd,,,Orwigsburg,17961,Schuylkill,866-785-8537,https://geisingerstlukes.org/covid-19/covid-19-vaccine
237,Genoa Healthcare 00032,793 old route 119 Highway north,,,Indiana,15701,Indiana,724-349-7060,https://www.genoahealthcare.com/covid-19/
238,Genoa Healthcare 00105,214 College Park Plaza,,,Johnstown,15904,Cambria,814-266-1699,http://www.genoahealthcare.com/
239,Genoa Healthcare 00115,1902 Olde Homestead Lane,,,Lancaster,17601,Lancaster,717-723-9910,https://csgonline.org/
240,Genoa Healthcare 00144,119 walnut street,,,Johnstown,15901,Cambria,814-792-3855,http://www.genoahealthcare.com/
241,Genoa Healthcare 20118,1350 West 26th Street,,,Erie,16508,Erie,814-636-6036,http://www.genoahealthcare.com/
242,Genoa Healthcare 20227,500 North West Street,,,Doylestown,18901,Bucks,267-327-4559,https://www.genoahealthcare.com/
243,Genoa Healthcare 20270,2 Eastgate Avenue,,,Monessen,15062,Westmoreland,724-653-6038,http://www.genoahealthcare.com/
244,George L Martin MD PC Allergy and Asthma,Lankenau Med. Bldg West,237,100 E. Lancaster Ave.,Wynnewood,19096,Montgomery,610-649-9300,https://allergypa.com/
245,Gettysburg Cancer Center,20 Expedition Trail,101,,Gettysburg,17325,Adams,717-334-4033,https://gettysburgcancercenter.com/covid-19-resources/
246,Giant (Martins) Pharmacy-6547,1661 Easton Road,,,Warrington,18976,Bucks,1.844.915.1814,https://www.martinsfoods.com/covid-19vaccine
247,Giant Eagle Pharmacy #0023,100 Buffalo Plaza,,,Sarver,16055,Butler,,https://www.gianteagle.com/covidvaccine
248,Giant Eagle Pharmacy #2445,419 South Main Street,,,Greenville,16125,Mercer,,https://www.gianteagle.com/covidvaccine
249,Giant Eagle Pharmacy #2455,3220 Leechburg Road,,,New Kensington,15068,Westmoreland,,https://www.gianteagle.com/covidvaccine
250,Giant Eagle Pharmacy LTC #0249,6204 State Route 30 Suite A,,,Greensburg,15601,Westmoreland,,https://www.gianteagle.com/covidvaccine
251,Giant Eagle Pharmacy- 95,18511 Smock Highway,,,Meadville,16335,Crawford,,https://www.gianteagle.com/covidvaccine
252,Giant Eagle Pharmacy-10,8901 Rt. 30 N. Huntingdon Sq,,,North Huntingdon,15642,Westmoreland,,https://www.gianteagle.com/covidvaccine
253,Giant Eagle Pharmacy-1481,541 Allegheny Blvd.,,,Franklin,16323,Venango,,https://www.gianteagle.com/covidvaccine
254,Giant Eagle Pharmacy-15,1701 Lincoln Highway,,,North Versailles,15137,Allegheny,,https://www.gianteagle.com/covidvaccine
255,Giant Eagle Pharmacy-16,1451 Scalp Ave.,,,Johnstown,15904,Cambria,,https://www.gianteagle.com/covidvaccine
256,Giant Eagle Pharmacy-17,6320 Shakespeare St.,,,Pittsburgh,15206,Allegheny,,https://www.gianteagle.com/covidvaccine
257,Giant Eagle Pharmacy-18,1671 Butler Plank Road,,,Glenshaw,15116,Allegheny,,https://www.gianteagle.com/covidvaccine
258,Giant Eagle Pharmacy-19,1233-1245 Broad St,,,Johnstown,15906,Cambria,,https://www.gianteagle.com/covidvaccine
259,Giant Eagle Pharmacy-2,1800 McKees Rocks Road,rr,rrrrr,Mc Kees Rocks,15136,Allegheny,,https://www.gianteagle.com/covidvaccine
260,Giant Eagle Pharmacy-2401,1025 Washington Pike,,,Bridgeville,15017,Allegheny,,https://www.gianteagle.com/covidvaccine
261,Giant Eagle Pharmacy-2402,4192 Glades Pike,,,Somerset,15501,Somerset,1-814-443-3152,https://www.gianteagle.com/covidvaccine
262,Giant Eagle Pharmacy-2404,200 Allegheny River Blvd.,,,Verona,15147,Allegheny,,https://www.gianteagle.com/covidvaccine
263,Giant Eagle Pharmacy-2405,999 N. Eighty Eight Road,,,Rices Landing,15357,Greene,1-724-592-6057,https://www.gianteagle.com/covidvaccine
264,Giant Eagle Pharmacy-2409,1705 S. Braddock Ave.,,,Pittsburgh,15218,Allegheny,1-412-371-4456,https://www.gianteagle.com/covidvaccine
265,Giant Eagle Pharmacy-2412,2001 Lincoln Way,,,White Oak,15131,Allegheny,,https://www.gianteagle.com/covidvaccine
266,Giant Eagle Pharmacy-2413,2000 Penny Lane Drive,,,Jeannette,15644,Westmoreland,,https://www.gianteagle.com/covidvaccine
267,Giant Eagle Pharmacy-2414,510 East Pitt St.,,,Bedford,15522,Bedford,1-814-623-1188,https://www.gianteagle.com/covidvaccine
268,Giant Eagle Pharmacy-2415,1521 N. Main St.,,,Butler,16001,Butler,,https://www.gianteagle.com/covidvaccine
269,Giant Eagle Pharmacy-2416,200 Station Street,,,Mc Donald,15057,Washington,,https://www.gianteagle.com/covidvaccine
270,Giant Eagle Pharmacy-2419,581 Pittsburgh Rd,,,Uniontown,15401,Fayette,1-724-438-2570,https://www.gianteagle.com/covidvaccine
271,Giant Eagle Pharmacy-2421,117 S. Walnut Street,,,Ligonier,15658,Westmoreland,,https://www.gianteagle.com/covidvaccine
272,Giant Eagle Pharmacy-2424,1300 Country Club Road,,,Monongahela,15063,Washington,,https://www.gianteagle.com/covidvaccine
273,Giant Eagle Pharmacy-2435,1117 Milltown Road,,,Verona,15147,Allegheny,,https://www.gianteagle.com/covidvaccine
274,Giant Eagle Pharmacy-2440,700 Moraine Point Plaza,,,Butler,16001,Butler,,https://www.gianteagle.com/covidvaccine
275,Giant Eagle Pharmacy-2460,105 Robertson Street,,,West Newton,15089,Westmoreland,724-872-5443,https://www.gianteagle.com/covidvaccine
276,Giant Eagle Pharmacy-2491,400 Northtowne Square,,,Gibsonia,15044,Allegheny,1-724-443-7979,https://www.gianteagle.com/covidvaccine
277,Giant Eagle Pharmacy-2492,51 Walsh Road,,,Pittsburgh,15205,Allegheny,,https://www.gianteagle.com/covidvaccine
278,Giant Eagle Pharmacy-25,1029 West View Park Drive,,,Pittsburgh,15229,Allegheny,,https://www.gianteagle.com/covidvaccine
279,Giant Eagle Pharmacy-32,4810 Old William Penn Highway,,,Export,15632,Westmoreland,,https://www.gianteagle.com/covidvaccine
280,Giant Eagle Pharmacy-37,5 Quaker Village S.C.,,,Leetsdale,15056,Allegheny,,https://www.gianteagle.com/covidvaccine
281,Giant Eagle Pharmacy-4008,223 Grove City Rd.,,,Slippery Rock,16057,Butler,,https://www.gianteagle.com/covidvaccine
282,Giant Eagle Pharmacy-4012,2357 E. State Street,,,Hermitage,16148,Mercer,,https://www.gianteagle.com/covidvaccine
283,Giant Eagle Pharmacy-4035,606 Erie St.,,,Edinboro,16412,Erie,,https://www.gianteagle.com/covidvaccine
284,Giant Eagle Pharmacy-4038,4265 Buffalo Rd,,,Erie,16510,Erie,,https://www.gianteagle.com/covidvaccine
285,Giant Eagle Pharmacy-4050,9125 Ridge Road,,,Girard,16417,Erie,,https://www.gianteagle.com/covidvaccine
286,Giant Eagle Pharmacy-4077,3230 Wilmington Road,,,New Castle,16105,Lawrence,,https://www.gianteagle.com/covidvaccine
287,Giant Eagle Pharmacy-4093,2501 West 12th St.,,,Erie,16505,Erie,,https://www.gianteagle.com/covidvaccine
288,Giant Eagle Pharmacy-41,41 Towne Center Drive,,,Leechburg,15656,Armstrong,,https://www.gianteagle.com/covidvaccine
289,Giant Eagle Pharmacy-42,206 Seven Fields Blvd,,,Seven Fields,16046,Butler,,https://www.gianteagle.com/covidvaccine
290,Giant Eagle Pharmacy-4237,2067 Interchange Rd,,,Erie,16509,Erie,,https://www.gianteagle.com/covidvaccine
291,Giant Eagle Pharmacy-43,155 Towne Centre Drive,,,Wexford,15090,Allegheny,724-934-0201,https://www.gianteagle.com/covidvaccine
292,Giant Eagle Pharmacy-45,9805 McKnight Road,,,Pittsburgh,15237,Allegheny,,
293,Giant Eagle Pharmacy-46,344 Goucher St.,,,Johnstown,15905,Cambria,,https://www.gianteagle.com/covidvaccine
294,Giant Eagle Pharmacy-47,100 Settlers Ridge Center Dr,,,Pittsburgh,15205,Allegheny,,https://www.gianteagle.com/covidvaccine
295,Giant Eagle Pharmacy-470,881 Hills Plaza,,,Ebensburg,15931,Cambria,,https://www.gianteagle.com/covidvaccine
296,Giant Eagle Pharmacy-4706,3701 Route 88,,,Finleyville,15332,Washington,,https://www.gianteagle.com/covidvaccine
297,Giant Eagle Pharmacy-471,475 Ben Franklin Road S,,,Indiana,15701,Indiana,,https://www.gianteagle.com/covidvaccine
298,Giant Eagle Pharmacy-482,7 Cottonwood Street,,,Northern Cambria,15714,Cambria,,https://www.gianteagle.com/covidvaccine
299,Giant Eagle Pharmacy-483,"Cranberry Mall, Route 19",,,Cranberry Twp,16066,Butler,,https://www.gianteagle.com/covidvaccine
300,Giant Eagle Pharmacy-487,100 Sugar Run Rd.,,,Waynesburg,15370,Greene,724-627-5456,https://www.gianteagle.com/covidvaccine
301,Giant Eagle Pharmacy-494,800  McKeesport Road,,,Elizabeth,15037,Allegheny,412-384-3939,https://www.gianteagle.com/covidvaccine
302,Giant Eagle Pharmacy-495,289 State Route 288,,,Ellwood City,16117,Lawrence,,https://www.gianteagle.com/covidvaccine
303,Giant Eagle Pharmacy-5103,2611 Freeport Rd.,,,Pittsburgh,15238,Allegheny,,https://www.gianteagle.com/covidvaccine
304,Giant Eagle Pharmacy-52,132 Ben Avon Heights Road,,,Pittsburgh,15237,Allegheny,,https://www.gianteagle.com/covidvaccine
305,Giant Eagle Pharmacy-53,300 Tri County Plaza,,,Belle Vernon,15012,Fayette,724-929-3789,https://www.gianteagle.com/covidvaccine
306,Giant Eagle Pharmacy-54,1606 North Center Avenue,,,Somerset,15501,Somerset,814-443-0544,https://www.gianteagle.com/covidvaccine
307,Giant Eagle Pharmacy-60,4010 Monroeville Boulevard,,,Monroeville,15146,Allegheny,,https://www.gianteagle.com/covidvaccine
308,Giant Eagle Pharmacy-61,2021 Wharton Ave.,,,Pittsburgh,15203,Allegheny,,https://www.gianteagle.com/covidvaccine
309,Giant Eagle Pharmacy-62,111 West Madison Street,,,Rochester,15074,Beaver,724-775-1820,https://www.gianteagle.com/covidvaccine
310,Giant Eagle Pharmacy-63,Murray Ave. & Loretta St.,,,Pittsburgh,15217,Allegheny,,https://www.gianteagle.com/covidvaccine
311,Giant Eagle Pharmacy-6379,420 E. Waterfront Drive,,,Homestead,15120,Allegheny,1-412-462-5359,https://www.gianteagle.com/covidvaccine
312,Giant Eagle Pharmacy-6386,1700 New Butler Rd.,,,New Castle,16101,Lawrence,,https://www.gianteagle.com/covidvaccine
313,Giant Eagle Pharmacy-64,3812 O'Neil blvd,,,Mc Keesport,15132,Allegheny,,https://www.gianteagle.com/covidvaccine
314,Giant Eagle Pharmacy-65,4110 Brighton Rd.,,,Pittsburgh,15212,Allegheny,412-761-1133,https://www.gianteagle.com/covidvaccine
315,Giant Eagle Pharmacy-66,2650 Constitution Blvd.,,,Beaver Falls,15010,Beaver,724-843-3922,https://www.gianteagle.com/covidvaccine
316,Giant Eagle Pharmacy-67,8080 McIntyre Square Drive,,,Pittsburgh,15237,Allegheny,,https://www.gianteagle.com/covidvaccine
317,Giant Eagle Pharmacy-68,5990 University Blvd.,Suite 4,,Moon Township,15108,Allegheny,1-412-269-0254,https://www.gianteagle.com/covidvaccine
318,Giant Eagle Pharmacy-69,9001 Frankstown Road,,,Pittsburgh,15235,Allegheny,412-371-0858,https://www.gianteagle.com/covidvaccine
319,Giant Eagle Pharmacy-70,5550 Centre Ave,,,Pittsburgh,15232,Allegheny,724-941-7220,https://www.gianteagle.com/covidvaccine
320,Giant Eagle Pharmacy-71,181 Sophira Lane,,,Altoona,16602,Blair,,https://www.gianteagle.com/covidvaccine
321,Giant Eagle Pharmacy-72,910 Freeport Rd.- Waterworks,,,Pittsburgh,15238,Allegheny,412-781-6605,https://www.gianteagle.com/covidvaccine
322,Giant Eagle Pharmacy-73,9901 Mountainview Dr,,,West Mifflin,15122,Allegheny,,https://www.gianteagle.com/covidvaccine
323,Giant Eagle Pharmacy-74,1165 McKinney Lane,,,Pittsburgh,15220,Allegheny,,https://www.gianteagle.com/covidvaccine
324,Giant Eagle Pharmacy-75,1600 State St.,,,Baden,15005,Beaver,724-869-8420,https://www.gianteagle.com/covidvaccine
325,Giant Eagle Pharmacy-77,254 Yost Blvd.,,,Pittsburgh,15221,Allegheny,,https://www.gianteagle.com/covidvaccine
326,Giant Eagle Pharmacy-78,230 Rodi Rd.,,,Penn Hills,15235,Allegheny,412-241-7744,https://www.gianteagle.com/covidvaccine
327,Giant Eagle Pharmacy-79,510 Marwalt Lane,,,Roaring Spring,16673,Blair,,https://www.gianteagle.com/covidvaccine
328,Giant Eagle Pharmacy-8,200 Tarentum Bridge Road,,,New Kensington,15068,Westmoreland,724-339-4940,https://www.gianteagle.com/covidvaccine
329,Giant Eagle Pharmacy-80,40 White St,,,Brookville,15825,Jefferson,,https://www.gianteagle.com/covidvaccine
330,Giant Eagle Pharmacy-81,5142 Route 30,,,Greensburg,15601,Westmoreland,,https://www.gianteagle.com/covidvaccine
331,Giant Eagle Pharmacy-82,1050 Mt Laurel Plaza,,,Latrobe,15650,Westmoreland,,https://www.gianteagle.com/covidvaccine
332,Giant Eagle Pharmacy-84,100 N Main Street,,,Du Bois,15801,Clearfield,,https://www.gianteagle.com/covidvaccine
333,Giant Eagle Pharmacy-88,110 S. Martin St,,,Titusville,16354,Crawford,,https://www.gianteagle.com/covidvaccine
334,Giant Eagle Pharmacy-9,State Routes 30 & 66,,,Greensburg,15601,Westmoreland,,https://www.gianteagle.com/covidvaccine
335,Giant Eagle Pharmacy-91,318 Cedar Ave,,,Pittsburgh,15212,Allegheny,,https://www.gianteagle.com/covidvaccine
336,Giant Eagle Pharmacy-94,3113 Green Garden Rd,,,Aliquippa,15001,Beaver,724-378-8896,https://www.gianteagle.com/covidvaccine
337,Giant Pharmacy-6284,1824 RIDGE PK,SUITE 104,,ROYERSFORD,19468,Montgomery,1.844.915.1814,https://www.giantfoodstores.com/covid-19vaccine
338,Glendale Area Medical Association Inc,850 Main Street,,PO Box 375,Coalport,16627,Clearfield,814-672-5141,https://www.glendale-medical.com/
339,Grand View Hospital,700 Lawn Ave.,,,Sellersville,18960,Bucks,215-453-3589,https://www.gvh.org/covid-vaccine/
340,Green Street Primary Care,2000 Green Street,,,Farrell,16121,Mercer,724-342-6900,https://primary-health.net/COVID-Vaccine-Clinic.aspx
341,Greencastle Family Practice,50 Eastern Avenue,135,PO Box 37,Greencastle,17225,Franklin,717-597-3151,https://gfppc.com/coronavirus-resources/
342,Greenville Pharmacy,43 Williamson Road,1,,Greenville,16125,Mercer,724-588-1111,https://walbergfamilypharmacies.com/
343,Grove City Medical Center,631 NORTH BROAD STREET EXT.,,,Grove City,16127,Mercer,,https://www.ahn.org/coronavirus/independent-health-care-workers.html
344,Guthrie Clinic Athens,412 South Main Street,,,Athens,18810,Bradford,570-888-9655,https://www.guthrie.org/safety-hospitals-and-clinics/scheduling-covid-19-vaccine-appointment
345,Guthrie Clinic Sayre,One Guthrie Square,,Sayre PA,Sayre,18840,Bradford,570-888-5858,https://www.guthrie.org/safety-hospitals-and-clinics/scheduling-covid-19-vaccine-appointment
346,Guthrie Clinic Troy,285 Guthrie Drive,,,Troy,16947,Bradford,570-297-4104,https://www.guthrie.org/safety-hospitals-and-clinics/scheduling-covid-19-vaccine-appointment
347,Guthrie Clinic Wellsboro,110 Plaza Lane,,,Wellsboro,16901,Tioga,570-724-4241,https://www.guthrie.org/safety-hospitals-and-clinics/scheduling-covid-19-vaccine-appointment
348,Guthrie Clinic-Tunkhannock,512 Towne Plaza,124,,Tunkhannock,18657,Wyoming,570-836-4294,https://www.guthrie.org/safety-hospitals-and-clinics/scheduling-covid-19-vaccine-appointment
349,Guthrie Medical Group-Towanda,132 Colonial Drive,,,Towanda,18848,Bradford,570-265-6165,https://www.guthrie.org/safety-hospitals-and-clinics/scheduling-covid-19-vaccine-appointment
350,Haeun Pharmacy,7300 Old York Rd,210-211,,Melrose Park,19027,Montgomery,215-635-6532,
351,Hanover Family Practice-Clover,112 Clover Lane,,,Hanover,17331,York,717-637-7812,
352,Hanover Family Practice-Penn,111 Penn Street,,,Hanover,17331,York,717-632-4449,
353,Harleysville Medical Associates,176 Main Street,,,Harleysville,19438,Montgomery,,
354,Harrolds Pharmacy,250 Old River Road,,,Wilkes Barre,18702,Luzerne,,
355,Hartzells Pharmacy,300 American Street,,,Catasauqua,18032,Lehigh,484-240-6432,https://Www.hartzells.com
356,Haydens Pharmacy,505 NORTH FOURTH STREET,,EXCELA MEDICAL BUILDING,Youngwood,15697,Westmoreland,724-925-1400,https://WWW.HAYDENSPHARMACY.COM
357,Hazle Drugs,1 East Broad Street,,,Hazleton,18201,Luzerne,570-454-2476,https://www.hazledrugs.com
358,Hazleton Urgent Care,101 South Church Street,1,,Hazleton,18201,Luzerne,570-501-1017,https://www.hazletonmd.com/
359,HealthDirect Institutional Pharmacy Services,1901 Dailey Ave,,,Latrobe,15650,Westmoreland,888-432-5936,https://www.hdrxservices.com/our-response-to-covid-19/
360,HealthSouth-Harmarville Rehab Hospital,P.O. Box 11460,,Guys Run Road,Pittsburgh,15238,Allegheny,412-828-1300,
361,Healthy Starts Pediatrics,845 Sir Thomas Court,7,,Harrisburg,17109,Dauphin,717-652-7616,http://www.healthystartspediatrics.com/
362,Heritage Valley Health System-Beaver,1000 Dutch Ridge Road,,,Beaver,15009,Beaver,724-770-7555,https://www.heritagevalley.org/pages/covid19vaccine
363,Heritage Valley Kennedy,25 Heckel Rd.,,,Mc Kees Rocks,15136,Allegheny,1-877-771-4847,https://cms.hvhs.org/carelink/
364,Hershey Long Term Care Pharmacy,1200 GRUBB STREET,,,Palmyra,17078,Lebanon,,
365,Highlands Health: Laurel Highlands Free  Cha,"315 Locust Street, 2nd Floor",,,Johnstown,15901,Cambria,814-534-6242,http://www.highlandshealthclinic.com/
366,Highlands Hospital,401 East Murphy Ave,,,Connellsville,15425,Fayette,724-603-2648,http://www.highlandshospital.org/
367,Hillcrest Pharmacy  Compounding of Lancaster,3985 Columbia Ave,,Unit 2,Columbia,17512,Lancaster,717-283-1184,https://www.HillcrestLancaster.com
368,Hilltop Community Healthcare Center,151 Ruth Street,,Rear of Building,Pittsburgh,15211,Allegheny,412-431-3520,http://www.storoxfqhc.org/
369,Hilltop Pharmacy,818 E. Warrington Ave,,,Pittsburgh,15210,Allegheny,412-431-5766,
370,Holly Pharmacy,31 N. Baltimore Avenue,,,Mount Holly Springs,17065,Cumberland,717-323-8230,https://covid-19schedulinglink.as.me/vaccine
371,Holy Redeemer Hospital and Med Center,1648 Huntingdon Pike,,Attn: Pharmacy Dept,Meadowbrook,19046,Montgomery,215-344-9490,
372,Hometown Health Care of NEPA Inc.,921 Drinker Turnpike,13,,Moscow,18444,Lackawanna,570-795-9795,https://www.facebook.com/HometownHealthNEPA
373,Horsham Pharmacy LLC,316 Horsham Road Suite E,,,Horsham,19044,Montgomery,267-282-5747,https://www.Horshamrx.com
374,Horsham Square Pharmacy,575 Horsham Road,,Unit C20,Horsham,19044,Montgomery,215-674-5050,https://WWW.HORSHAMSQUAREPHARMACY.COM
375,Huntingdon Family Care Center,835 Washington Street,,,Huntingdon,16652,Huntingdon,,https://www.phhealthcare.org/service/coronavirus-covid-19-resources#vaccine
376,Hyde Drug Store,2412 Wilmington Rd,,,New Castle,16105,Lawrence,724-652-1451,https://calendly.com/hydedrugstore/covid-vaccination
377,Hyndman Area Health Center,144 5th Avenue,,PO Box 706,Hyndman,15545,Bedford,814-263-5804,https://www.hyndmanhealth.org/
378,Hyndman Area Health Center Bedford,104 Railroad Street,,,Bedford,15522,Bedford,814-263-5804,https://www.hyndmanhealth.org/
379,Hyndman Area Health Center-Johnstown,203 College Park Plaza,,,Johnstown,15904,Cambria,814-263-5804,https://www.hyndmanhealth.org/
380,INDIANA REGIONAL MEDICAL CENTER,835 HOSPITAL ROAD,,,Indiana,15701,Indiana,724-357-7075 press #8,https://www.irmc.org/vaccine
381,INNOVATIVE PHARMACY,2014 FORD ROAD,,,Bristol,19007,Bucks,877-731-5786,http://www.ip-rx.com/experience-ippc.aspx
382,Integrated Health 21,2403 SIDNEY STREET SUITE 220,,,Pittsburgh,15203,Allegheny,412-481-1644,
383,Integrated Medical Group PC-Green Hills,1903 Morgantown Road,,,Reading,19607,Berks,610-777-4040,http://imggreenhills.com/
384,Internists of Central PA,108 lowther st,,,Lemoyne,17043,Cumberland,717-774-1366,http://www.internistsofcpa.com/
385,JC Blair Med Services-Primary Care Center,790 Bryan Street,Suite 2,,Huntingdon,16652,Huntingdon,814-643-8484,https://www.phhealthcare.org/location/hospitals/penn-highlands-huntingdon-591
386,JDC Pediatrics-Enola,1824 Good Hope Road,201,,Enola,17025,Cumberland,717-791-2680,
